ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight
53060715,1.0,1,39,24,0,5.6,1.44,19,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,4.5,2.0,5.0,1.0,1973.0,1.0,3.0,1.0,2.0,9000.0,6.0,1,1,2,2,2,1.0,2.8,2.06,4.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,5.0,1.0,4.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0,4.0,1.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,7,1,2,4,2,5.0,1,3.0,2.0,2.0,3.0,6,15.0,0,15.0,3.0,45.0,6,37.0,0.000258025
53060716,3.0,3,73,22,0,19.2,4.12,49,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,4.5,2.0,5.0,2.0,1975.0,1.0,3.0,8.0,2.0,9000.0,7.0,2,2,1,2,2,2.0,0.0,5.9,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,1.0,7,1,2,4,2,5.0,1,2.0,2.0,3.0,1.0,6,41.0,0,51.0,1.0,90.0,6,35.0,0.000340556
53060716,9.0,8,588,13,83,155.0,11.49,107,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,4.5,2.0,5.0,2.0,1975.0,1.0,3.0,8.0,2.0,9000.0,7.0,2,2,1,2,2,2.0,0.0,16.47,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,7,1,2,4,2,5.0,1,2.0,2.0,3.0,1.0,6,120.0,0,492.0,1.0,90.0,6,35.0,0.000340556
53060722,1.0,2,74,28,0,19.2,3.68,43,4.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.5,2.0,4.0,2.0,1971.0,1.0,3.0,2.0,6.0,7000.0,3.0,1,2,2,2,2,1.0,9.6,5.27,3.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,7,1,2,4,2,5.0,1,4.0,2.0,2.0,3.0,6,37.0,0,46.0,5.0,70.0,6,39.0,0.00087004
54200016,4.0,1,68,24,7,9.8,1.87,23,2.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.5,4.0,6.0,2.0,1976.0,1.0,5.0,1.0,2.0,15000.0,7.0,1,2,2,1,2,2.0,4.9,2.68,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,1.0,4.0,6.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,4,2,2,4,4,4.0,3,3.0,2.0,2.0,3.0,6,20.1,1,37.0,5.0,45.0,6,34.0,0.000340556
54200016,10.0,7,168,26,29,25.8,7.8,74,2.0,0.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.5,4.0,6.0,2.0,1976.0,1.0,5.0,1.0,2.0,15000.0,7.0,1,2,2,1,2,2.0,12.9,11.18,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,1.0,4.0,6.0,4.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,4,2,2,4,4,4.0,2,3.0,2.0,2.0,3.0,6,74.0,1,113.0,5.0,60.0,6,34.0,0.000340556
54200057,1.0,0,62,40,0,7.6,1.52,22,5.0,3.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,5.5,6.0,6.0,1.0,1967.0,1.0,3.0,1.0,2.0,15000.0,6.0,2,2,2,1,2,1.0,0.0,2.18,3.0,4.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,6.0,6.0,5.0,1.0,2.0,2.0,4.0,5.0,4.0,1.0,4,2,2,4,4,2.0,2,4.0,1.0,1.0,3.0,6,13.5,0,22.0,4.0,85.0,6,43.0,0.000109132
54200058,9.0,4,169,52,23,34.8,6.49,62,5.0,3.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,5.5,8.0,6.0,2.0,1962.0,1.0,3.0,6.0,3.0,15000.0,6.0,2,2,2,2,2,1.0,34.8,9.3,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,6.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4,2,2,4,4,5.0,2,4.0,2.0,2.0,3.0,6,66.0,1,94.0,3.0,65.0,6,48.0,9.82e-05
54200069,1.0,1,128,64,0,77.8,3.9,48,4.0,2.0,2.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.5,3.0,5.0,2.0,1969.0,1.0,3.0,6.0,1.0,9000.0,4.0,2,2,2,2,2,1.0,77.8,5.59,1.0,3.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,3.0,3.0,1.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,3.0,3.0,5.0,2.0,1.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,5.0,3.0,3.0,6.0,6.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,4,2,2,4,4,5.0,3,4.0,1.0,2.0,2.0,6,35.0,1,64.0,8.0,35.5,6,41.0,9.82e-05
54200070,1.0,7,322,55,30,84.4,17.66,142,4.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.5,3.0,6.0,1.0,1969.0,1.0,3.0,1.0,3.0,15000.0,4.0,1,2,2,2,2,1.0,42.2,25.31,1.0,2.0,4.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4,2,2,4,4,5.0,3,3.0,2.0,2.0,1.0,6,206.0,1,237.0,3.0,255.0,6,41.0,0.000109132
54200085,1.0,0,31,20,0,3.8,0.74,11,2.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1973.0,1.0,2.0,1.0,6.0,12100.0,8.0,1,2,2,2,2,1.0,2.2,1.06,4.0,4.0,2.0,2.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,6.0,2.0,1.0,5.0,2.0,4.0,3.0,6.0,2.0,4.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,4,2,2,4,4,2.0,1,3.0,2.0,1.0,3.0,6,6.0,1,11.0,3.0,15.0,6,37.0,0.000378621
54200161,1.0,6,269,99,46,43.4,9.56,86,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,20.0,6.0,2.0,1956.0,1.0,2.0,2.0,2.0,15000.0,7.0,1,2,2,2,2,1.0,21.7,13.7,5.0,5.0,1.0,2.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,2.0,4.0,1.0,5.0,3.0,4.0,1.0,1.0,4.0,5.0,5.0,2.0,2.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,4,2,2,4,4,4.0,3,1.0,3.0,3.0,1.0,6,102.0,1,124.0,5.0,189.0,6,54.0,0.000144039
54200162,9.0,0,53,36,0,7.6,1.33,18,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,20.0,6.0,1.0,1957.0,1.0,3.0,2.0,2.0,15000.0,7.0,1,2,2,2,2,2.0,3.8,1.91,5.0,5.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,4,2,2,4,4,5.0,2,4.0,1.0,2.0,3.0,6,10.0,2,17.0,3.0,35.0,6,53.0,0.000160139
54200167,1.0,1,71,36,4,7.6,1.55,23,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,6.0,1.0,1960.0,3.0,2.0,1.0,6.0,15000.0,7.0,2,2,1,2,2,1.0,0.0,2.22,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,3.0,2.0,4.0,1.0,5.0,6.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4,2,2,4,4,3.0,2,3.0,2.0,3.0,4.0,6,12.5,0,31.0,4.0,80.0,6,50.0,0.000160139
54200168,1.0,6,172,62,2,29.2,7.44,88,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,6.0,2.0,1967.0,1.0,2.0,2.0,6.0,15000.0,8.0,2,2,1,2,2,1.0,0.0,10.66,4.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,6.0,2.0,1.0,2.0,1.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,4,2,2,4,4,3.0,3,3.0,2.0,3.0,3.0,6,65.0,0,108.0,3.0,165.0,6,43.0,0.000144039
54200183,1.0,2,81,8,17,7.6,2.03,30,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,4.0,13.0,3.0,2.0,1962.0,1.0,1.0,1.0,6.0,5000.0,3.0,2,2,2,1,2,1.0,0.0,2.91,1.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,6.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,4,2,2,4,4,5.0,2,3.0,3.0,3.0,3.0,6,16.0,0,56.0,3.0,87.0,6,48.0,0.000367986
54200227,4.0,0,48,17,0,7.6,3.99,39,3.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0,28.0,6.0,2.0,1953.0,1.0,3.0,2.0,6.0,15000.0,3.0,2,2,1,2,2,2.0,0.0,5.72,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4,2,2,4,4,3.0,2,1.0,2.0,3.0,3.0,6,42.0,0,31.0,4.0,34.0,6,57.0,0.000367986
54200227,4.0,0,33,12,0,6.0,1.42,21,3.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0,28.0,6.0,2.0,1953.0,1.0,3.0,2.0,6.0,15000.0,3.0,2,2,1,2,2,2.0,0.0,2.03,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4,2,2,4,4,3.0,2,1.0,2.0,3.0,3.0,6,11.5,0,21.0,4.0,34.0,6,57.0,0.000367986
54200233,1.0,1,64,25,2,7.6,1.46,21,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,30.0,5.0,1.0,1948.0,1.0,2.0,1.0,3.0,9000.0,6.0,1,1,2,2,2,1.0,3.8,2.09,1.0,4.0,3.0,5.0,1.0,2.0,5.0,2.0,3.0,5.0,6.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,4,2,2,4,4,5.0,2,3.0,2.0,2.0,3.0,6,13.0,0,37.0,5.0,44.0,6,62.0,0.000109132
54200301,7.0,7,169,50,9,30.2,6.38,73,4.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,13.0,5.0,1.0,1965.0,1.0,3.0,1.0,3.0,9000.0,4.0,2,2,2,2,2,1.0,30.2,9.14,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,6.0,1.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,4,2,2,4,4,1.0,3,3.0,2.0,2.0,4.0,6,60.0,1,110.0,4.0,80.0,6,45.0,0.000109132
54200302,7.0,7,169,50,9,30.2,6.38,73,4.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,5.0,13.0,5.0,2.0,1972.0,1.0,3.0,6.0,8.0,9000.0,6.0,2,2,2,2,2,1.0,30.2,9.14,2.0,4.0,6.0,2.0,3.0,5.0,6.0,6.0,5.0,4.0,3.0,6.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,1.0,4.0,1.0,5.0,5.0,3.0,4,2,2,4,4,5.0,3,4.0,1.0,2.0,3.0,6,60.0,1,110.0,2.0,80.0,6,38.0,0.000232084
54200327,1.0,0,22,15,0,3.8,0.71,11,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,6.0,3.0,2.0,1958.0,1.0,1.0,2.0,6.0,5000.0,3.0,2,2,2,2,2,1.0,3.8,1.02,1.0,3.0,2.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,6.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,6.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,4,2,2,4,4,5.0,1,1.0,2.0,2.0,3.0,6,5.5,1,7.0,3.0,15.0,6,52.0,0.000367986
54200327,4.0,0,12,10,0,2.2,0.18,2,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,6.0,3.0,2.0,1958.0,1.0,1.0,2.0,6.0,5000.0,3.0,2,2,2,2,2,1.0,2.2,0.26,1.0,3.0,2.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,6.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,6.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4,2,2,4,4,5.0,1,1.0,2.0,2.0,3.0,6,1.0,1,2.0,3.0,5.0,6,52.0,0.000367986
54200335,1.0,4,170,64,10,35.6,8.1,79,2.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,6.5,1.0,6.0,2.0,1970.0,1.0,5.0,1.0,2.0,15000.0,6.0,2,2,1,2,2,1.0,0.0,11.61,5.0,3.0,1.0,1.0,3.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,4,2,2,4,4,5.0,2,2.0,2.0,4.0,4.0,6,77.0,0,96.0,3.0,148.0,6,40.0,9.82e-05
54200336,4.0,0,54,33,0,10.4,1.54,23,2.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,6.5,3.0,6.0,2.0,1970.0,1.0,7.0,1.0,2.0,15000.0,6.0,2,2,1,2,2,1.0,0.0,2.21,5.0,3.0,1.0,1.0,3.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,3.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4,2,2,4,4,5.0,3,2.0,2.0,4.0,4.0,6,11.8,0,21.0,3.0,296.0,6,40.0,9.82e-05
54200341,4.0,0,39,21,0,7.6,1.45,21,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,11.0,4.0,1.0,1962.0,1.0,3.0,1.0,6.0,7000.0,3.0,2,2,2,2,2,1.0,7.6,2.08,2.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,6.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,6.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,4,2,2,4,4,2.0,2,3.0,1.0,2.0,3.0,6,11.5,0,18.0,4.0,31.0,6,48.0,0.001472131
54200341,9.0,2,82,34,3,11.2,2.56,36,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,11.0,4.0,1.0,1962.0,1.0,3.0,1.0,6.0,7000.0,3.0,2,2,2,2,2,1.0,11.2,3.67,2.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,3.0,3.0,5.0,6.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,6.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,4,2,2,4,4,2.0,2,3.0,1.0,2.0,3.0,6,28.0,1,45.0,4.0,60.0,6,48.0,0.000232084
54200342,3.0,0,52,31,0,7.6,1.61,24,2.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,32.0,6.0,2.0,1943.0,1.0,2.0,6.0,6.0,15000.0,6.0,2,2,1,2,2,1.0,0.0,2.31,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,6.0,4.0,3.0,4.0,6.0,2.0,4.0,2.0,4.0,4.0,1.0,4,2,2,4,4,2.0,2,2.0,2.0,3.0,3.0,6,12.5,0,21.0,4.0,34.0,6,67.0,7.71e-05
54200342,9.0,2,82,34,3,11.2,2.56,36,2.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,32.0,6.0,2.0,1943.0,1.0,2.0,6.0,6.0,15000.0,6.0,2,2,1,2,2,1.0,0.0,3.67,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,6.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,6.0,4.0,3.0,4.0,6.0,2.0,4.0,2.0,4.0,4.0,3.0,4,2,2,4,4,2.0,2,2.0,2.0,3.0,3.0,6,28.0,1,45.0,4.0,60.0,6,67.0,7.71e-05
54200407,1.0,2,89,25,10,7.6,2.24,34,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,30.0,6.0,2.0,1952.0,1.0,2.0,2.0,6.0,15000.0,5.0,1,2,2,2,2,1.0,3.8,3.21,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,6.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,1.0,5.0,4.0,2.0,5.0,5.0,5.0,1.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,4,2,2,4,4,5.0,2,3.0,2.0,2.0,4.0,6,16.0,1,54.0,2.0,40.0,6,58.0,9.82e-05
